Country,Code,Year,Nuclear_Pct
Poland,POL,1965,0
Poland,POL,1966,0
Poland,POL,1967,0
Poland,POL,1968,0
Poland,POL,1969,0
Poland,POL,1970,0
Poland,POL,1971,0
Poland,POL,1972,0
Poland,POL,1973,0
Poland,POL,1974,0
Poland,POL,1975,0
Poland,POL,1976,0
Poland,POL,1977,0
Poland,POL,1978,0
Poland,POL,1979,0
Poland,POL,1980,0
Poland,POL,1981,0
Poland,POL,1982,0
Poland,POL,1983,0
Poland,POL,1984,0
Poland,POL,1985,0
Poland,POL,1986,0
Poland,POL,1987,0
Poland,POL,1988,0
Poland,POL,1989,0
Poland,POL,1990,0
Poland,POL,1991,0
Poland,POL,1992,0
Poland,POL,1993,0
Poland,POL,1994,0
Poland,POL,1995,0
Poland,POL,1996,0
Poland,POL,1997,0
Poland,POL,1998,0
Poland,POL,1999,0
Poland,POL,2000,0
Poland,POL,2001,0
Poland,POL,2002,0
Poland,POL,2003,0
Poland,POL,2004,0
Poland,POL,2005,0
Poland,POL,2006,0
Poland,POL,2007,0
Poland,POL,2008,0
Poland,POL,2009,0
Poland,POL,2010,0
Poland,POL,2011,0
Poland,POL,2012,0
Poland,POL,2013,0
Poland,POL,2014,0
Poland,POL,2015,0
Poland,POL,2016,0
Poland,POL,2017,0
Poland,POL,2018,0
Poland,POL,2019,0
Poland,POL,2020,0
Poland,POL,2021,0
Poland,POL,2022,0
Portugal,PRT,1996,0
Portugal,PRT,1997,0
Portugal,PRT,1998,0
Portugal,PRT,1999,0
Portugal,PRT,2000,0
Portugal,PRT,2001,0
Portugal,PRT,2002,0
Portugal,PRT,2003,0
Portugal,PRT,2004,0
Portugal,PRT,2005,0
Portugal,PRT,2006,0
Portugal,PRT,2007,0
Portugal,PRT,2008,0
Portugal,PRT,2009,0
Portugal,PRT,2010,0
Portugal,PRT,2011,0
Portugal,PRT,2012,0
Portugal,PRT,2013,0
Portugal,PRT,2014,0
Portugal,PRT,2015,0
Portugal,PRT,2016,0
Portugal,PRT,2017,0
Portugal,PRT,2018,0
Portugal,PRT,2019,0
Portugal,PRT,2020,0
Portugal,PRT,2021,0
Portugal,PRT,2022,0
Romania,ROU,1965,0
Romania,ROU,1966,0
Romania,ROU,1967,0
Romania,ROU,1968,0
Romania,ROU,1969,0
Romania,ROU,1970,0
Romania,ROU,1971,0
Romania,ROU,1972,0
Romania,ROU,1973,0
Romania,ROU,1974,0
Romania,ROU,1975,0
Romania,ROU,1976,0
Romania,ROU,1977,0
Romania,ROU,1978,0
Romania,ROU,1979,0
Romania,ROU,1980,0
Romania,ROU,1981,0
Romania,ROU,1982,0
Romania,ROU,1983,0
Romania,ROU,1984,0
Romania,ROU,1985,0
Romania,ROU,1986,0
Romania,ROU,1987,0
Romania,ROU,1988,0
Romania,ROU,1989,0
Romania,ROU,1990,0
Romania,ROU,1991,0
Romania,ROU,1992,0
Romania,ROU,1993,0
Romania,ROU,1994,0
Romania,ROU,1995,0
Romania,ROU,1996,0.7132363
Romania,ROU,1997,2.9279268
Romania,ROU,1998,3.1447935
Romania,ROU,1999,3.501999
Romania,ROU,2000,3.6831565
Romania,ROU,2001,3.6115217
Romania,ROU,2002,3.4990106
Romania,ROU,2003,3.0942345
Romania,ROU,2004,3.354609
Romania,ROU,2005,3.3305094
Romania,ROU,2006,3.288513
Romania,ROU,2007,4.6360283
Romania,ROU,2008,6.690535
Romania,ROU,2009,7.9669795
Romania,ROU,2010,7.759974
Romania,ROU,2011,7.609248
Romania,ROU,2012,7.6774397
Romania,ROU,2013,8.288028
Romania,ROU,2014,7.9768248
Romania,ROU,2015,7.864704
Romania,ROU,2016,7.578304
Romania,ROU,2017,7.5556526
Romania,ROU,2018,7.2862515
Romania,ROU,2019,7.3662086
Romania,ROU,2020,7.8230233
Romania,ROU,2021,7.316401
Romania,ROU,2022,7.691569
Slovakia,SVK,1965,0
Slovakia,SVK,1966,0
Slovakia,SVK,1967,0
Slovakia,SVK,1968,0
Slovakia,SVK,1969,0
Slovakia,SVK,1970,0
Slovakia,SVK,1971,0
Slovakia,SVK,1972,0.005328137
Slovakia,SVK,1973,0.39605275
Slovakia,SVK,1974,0.7882977
Slovakia,SVK,1975,0.28981826
Slovakia,SVK,1976,0.6603119
Slovakia,SVK,1977,0.16203023
Slovakia,SVK,1978,0.025740106
Slovakia,SVK,1979,2.8270974
Slovakia,SVK,1980,5.8589435
Slovakia,SVK,1981,6.701386
Slovakia,SVK,1982,7.7068396
Slovakia,SVK,1983,8.092545
Slovakia,SVK,1984,8.842447
Slovakia,SVK,1985,11.107722
Slovakia,SVK,1986,13.992104
Slovakia,SVK,1987,13.446116
Slovakia,SVK,1988,13.333938
Slovakia,SVK,1989,13.927737
Slovakia,SVK,1990,13.751486
Slovakia,SVK,1991,14.927742
Slovakia,SVK,1992,14.66932
Slovakia,SVK,1993,15.52162
Slovakia,SVK,1994,17.27806
Slovakia,SVK,1995,15.472117
Slovakia,SVK,1996,15.113087
Slovakia,SVK,1997,15.155119
Slovakia,SVK,1998,15.43075
Slovakia,SVK,1999,17.615171
Slovakia,SVK,2000,21.444477
Slovakia,SVK,2001,21.471
Slovakia,SVK,2002,22.207878
Slovakia,SVK,2003,22.609558
Slovakia,SVK,2004,21.893602
Slovakia,SVK,2005,21.527105
Slovakia,SVK,2006,22.336725
Slovakia,SVK,2007,20.136044
Slovakia,SVK,2008,21.22439
Slovakia,SVK,2009,19.621338
Slovakia,SVK,2010,18.889008
Slovakia,SVK,2011,20.636158
Slovakia,SVK,2012,21.469774
Slovakia,SVK,2013,21.128086
Slovakia,SVK,2014,22.245934
Slovakia,SVK,2015,21.38903
Slovakia,SVK,2016,20.54335
Slovakia,SVK,2017,19.791552
Slovakia,SVK,2018,19.699265
Slovakia,SVK,2019,20.911854
Slovakia,SVK,2020,21.488762
Slovakia,SVK,2021,20.231863
Slovakia,SVK,2022,20.794628
Slovenia,SVN,1990,18.92552
Slovenia,SVN,1991,20.244179
Slovenia,SVN,1992,17.366781
Slovenia,SVN,1993,16.839998
Slovenia,SVN,1994,18.432909
Slovenia,SVN,1995,18.202562
Slovenia,SVN,1996,16.56222
Slovenia,SVN,1997,17.816957
Slovenia,SVN,1998,17.767235
Slovenia,SVN,1999,16.797413
Slovenia,SVN,2000,17.1818
Slovenia,SVN,2001,18.030586
Slovenia,SVN,2002,18.934015
Slovenia,SVN,2003,18.065422
Slovenia,SVN,2004,17.72165
Slovenia,SVN,2005,18.978949
Slovenia,SVN,2006,17.62388
Slovenia,SVN,2007,18.080233
Slovenia,SVN,2008,18.063744
Slovenia,SVN,2009,17.778656
Slovenia,SVN,2010,17.386364
Slovenia,SVN,2011,19.554651
Slovenia,SVN,2012,17.790213
Slovenia,SVN,2013,17.137259
Slovenia,SVN,2014,19.958302
Slovenia,SVN,2015,19.505402
Slovenia,SVN,2016,18.356403
Slovenia,SVN,2017,19.855682
Slovenia,SVN,2018,17.78048
Slovenia,SVN,2019,18.384806
Slovenia,SVN,2020,20.688902
Slovenia,SVN,2021,18.686762
Slovenia,SVN,2022,19.236103
Spain,ESP,1969,0.47985727
Spain,ESP,1970,0.49531427
Spain,ESP,1971,1.2296534
Spain,ESP,1972,2.1413338
Spain,ESP,1973,2.694503
Spain,ESP,1974,2.8570254
Spain,ESP,1975,2.9051807
Spain,ESP,1976,2.7228394
Spain,ESP,1977,2.2678983
Spain,ESP,1978,2.648045
Spain,ESP,1979,2.1536462
Spain,ESP,1980,1.6589721
Spain,ESP,1981,3.0361009
Spain,ESP,1982,2.784498
Spain,ESP,1983,3.306188
Spain,ESP,1984,7.0468955
Spain,ESP,1985,8.6280775
Spain,ESP,1986,11.286877
Spain,ESP,1987,11.99423
Spain,ESP,1988,14.041977
Spain,ESP,1989,14.90642
Spain,ESP,1990,14.408013
Spain,ESP,1991,14.252214
Spain,ESP,1992,13.655286
Spain,ESP,1993,14.183763
Spain,ESP,1994,13.361077
Spain,ESP,1995,12.904143
Spain,ESP,1996,12.619708
Spain,ESP,1997,11.740767
Spain,ESP,1998,11.949149
Spain,ESP,1999,11.567016
Spain,ESP,2000,11.554475
Spain,ESP,2001,11.239991
Spain,ESP,2002,10.928387
Spain,ESP,2003,10.088344
Spain,ESP,2004,9.940751
Spain,ESP,2005,8.874867
Spain,ESP,2006,9.084239
Spain,ESP,2007,8.09578
Spain,ESP,2008,8.855138
Spain,ESP,2009,8.493105
Spain,ESP,2010,9.597341
Spain,ESP,2011,9.10959
Spain,ESP,2012,9.694557
Spain,ESP,2013,9.361493
Spain,ESP,2014,9.57682
Spain,ESP,2015,9.402487
Spain,ESP,2016,9.470892
Spain,ESP,2017,9.22849
Spain,ESP,2018,8.648346
Spain,ESP,2019,9.263023
Spain,ESP,2020,10.207034
Spain,ESP,2021,9.20519
Spain,ESP,2022,9.169866
Sweden,SWE,1985,24.025667
Sweden,SWE,1986,27.686563
Sweden,SWE,1987,27.24231
Sweden,SWE,1988,28.718945
Sweden,SWE,1989,27.749289
Sweden,SWE,1990,28.355947
Sweden,SWE,1991,33.659843
Sweden,SWE,1992,27.655888
Sweden,SWE,1993,27.010965
Sweden,SWE,1994,32.181168
Sweden,SWE,1995,30.415462
Sweden,SWE,1996,33.24226
Sweden,SWE,1997,30.230713
Sweden,SWE,1998,29.393608
Sweden,SWE,1999,30.111715
Sweden,SWE,2000,25.432783
Sweden,SWE,2001,29.637712
Sweden,SWE,2002,29.71478
Sweden,SWE,2003,30.497126
Sweden,SWE,2004,32.412304
Sweden,SWE,2005,29.373363
Sweden,SWE,2006,28.585743
Sweden,SWE,2007,27.978233
Sweden,SWE,2008,26.908653
Sweden,SWE,2009,23.829
Sweden,SWE,2010,24.64993
Sweden,SWE,2011,26.042894
Sweden,SWE,2012,25.824463
Sweden,SWE,2013,28.432932
Sweden,SWE,2014,27.718548
Sweden,SWE,2015,23.144373
Sweden,SWE,2016,26.233173
Sweden,SWE,2017,26.30203
Sweden,SWE,2018,27.852222
Sweden,SWE,2019,25.742685
Sweden,SWE,2020,20.13211
Sweden,SWE,2021,21.11071
Sweden,SWE,2022,20.397484
